name_song,lyric,label
Khúc Giao Mùa,"Cầm tay nhau bước trong giao thừa
Đón xuân đang về với tình yêu
Trái đất này
Ta cùng bao người
Nhìn nhau ánh mắt hân hoan
Với bao niềm yêu thương cuộc đời
Bên em, bên em
Anh say trong hạnh phúc
Đôi môi em anh ngỡ cánh đào
Bên anh, bên anh
Em nghe trong lòng hát
Những giai điệu tình yêu
Ta đi bên nhau
Đón xuân đang về tới
Hồn hòa vào cùng với đất trời
Xin nâng ly lên
Chúc nhau thêm hạnh phúc
Cuộc đời mãi thắm tươi
Cầm tay nhau bước trong giao thừa
Đón xuân đang về với tình yêu
Trái đất này
Và ta cùng bao người
Nhìn nhau ánh mắt hân hoan
Với bao niềm yêu thương cuộc đời
Bên em, bên em
Anh say trong hạnh phúc
Đôi môi em anh ngỡ cánh đào
Bên anh, bên anh
Em nghe trong lòng hát
Những giai điệu tình yêu
Ta đi bên nhau
Đón xuân đang về tới
Hồn hòa vào cùng với đất trời
Xin nâng ly lên
Chúc nhau thêm hạnh phúc
Chào mừng một mùa xuân đang tới
Đêm nay, đêm nay ngàn năm sẽ qua
Đêm nay ngàn năm mới về
Dù hoa kia có phôi phai
Tình còn dài theo năm tháng
Cùng qua bao nhiêu tháng năm
Những nỗi nhớ nay còn vương
Mỗi khi quay về
Cầm đôi tay mình say đắm
Hạnh phúc sẽ mãi đây
Bên em, bên em
Anh say trong hạnh phúc
Đôi môi em anh ngỡ cánh đào
Bên anh, bên anh
Em nghe trong lòng hát
Những giai điệu tình yêu
Ta đi bên nhau
Đón xuân đang về tới
Hồn hòa vào cùng với đất trời
Xin nâng ly lên
Chúc nhau thêm hạnh phúc
Cuộc đời mãi thắm tươi
Ta đi bên nhau
Đón xuân đang về tới
Hồn hòa vào cùng với đất trời
Xin nâng ly lên
Chúc nhau thêm hạnh phúc
Cuộc đời mãi thắm tươi",vui 
Tự Nhiên Cái Tết,"Vừa xuống phố
Thấy trên đường xôn xao đông vui
Nghe xập xình xuân sang xuân sang
Tự nhiên chân thấy run
Người chen mua
Vé xe về nơi quê hương xa
Mới biết là đã sắp đến tết
Hổng thể tin nổi luôn
Việc lo chưa hết
Tiền còn chưa đến
Mà tự nhiên cái tết
Làm như chong chóng
Mà cả năm có mấy đồng
Trời ơi tin được không
Người ta đi mua sắm
Người ta tay trong tay nắm
Mình thì còn ở đây
Ngày đêm đi cày
Người ta khoe nghỉ tết
Người ta đang mong đến tết
Mình thì sợ muốn chết
Trời ơi là trời
Người mua hoa mua pháo
Về quê kịp ngày ông táo
Mình còn chẳng hứa
Về nhà đón giao thừa
Người ta làm thong dong
Một năm đã dư sống
Mình thì nợ một đống
Trời ơi hông tin được
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Mặc cái quần vào đầu năm
Tuột cái quần đã đến tết
Ưỡn cái ngực con ra xăm
Mẹ ơi con không thích tết
Tết nó làm mẹ mệt
Tết nó làm ba say
Tết là ngày đoàn tụ
Mà sao phương xa
Mắt con nó cay cay
Người lo mua quà cáp
Để cho kịp ngày tết đi thăm
Còn người lo đi coi bói
Để cho kịp ngày cưới sang năm
Người người đang mong ngóng
Mong nhanh về ngày tết đi chơi
Và cũng nhiều người nợ một đống
Và cũng đang tìm đường trốn như tôi
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Người ta đi mua sắm
Người ta tay trong tay nắm
Mình thì còn ở đây
Ngày đêm đi cày
Người ta khoe nghỉ tết
Người ta đang mong đến tết
Mình thì sợ muốn chết
Trời ơi là trời
Người mua hoa mua pháo
Về quê kịp ngày ông táo
Mình còn chẳng hứa
Về nhà đón giao thừa
Người ta làm thong dong
Một năm đã dư sống
Mình thì nợ một đống
Trời ơi hông tin được
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Ồ ố ô ồ
Ố ô ô ô
Vô duyên
Đang yên tự nhiên cái tết
Mặc cái quần vào đầu năm
Tuột cái quần đã đến tết
Ưỡn cái ngực con ra xăm
Mẹ ơi con không thích tết
Tết nó làm mẹ mệt
Tết nó làm ba say
Tết là ngày đoàn tụ
Mà sao phương xa
Mắt con nó cay cay",vui 
Ui Dza! Là Tết,"Mùa xuân đang tới trước hiên nhà
Chợt nhìn ra bầy chim râm ran hát ca
Một năm xuân chỉ đến có một lần
Mà sao trời ơi nhanh chẳng kịp đếm
Chẳng kịp mua được quần áo mới
Việc ngổn ngang từ sáng đến tối
Chẳng tìm đâu được một khoảnh khắc thảnh thơi
Bộ phụng long chùi hoài chưa xong
Dọn cả năm mà giờ như không
Zời ơi làm chừng nào cho xong đây tết ơi?
Tết đã đến đây rồi, tết đã đến đây rồi
Tết đã đến đây rồi, nghỉ tay đi thôi
Gác lại những bộn bề, đón năm mới gần kề
Đón tết đến xuân về phải tươi rất tươi
Tươi tươi chẳng cần tưới, tết năm nay thời sẽ tới
Dự là một năm hên quá trời
Tươi tươi chẳng cần tưới, tết năm nay phải phơi phới
Người người cùng vui chung niềm vui
Ui dza, chưa gì một năm đang trôi xa, vẫn độc toàn thân
Mới vừa lên cân, ai làm ơn thương thân tui nha
Tự nhiên cái tết, chẳng kịp mần chi hết, làm chẳng được mấy
Tiền hoài không thấy, chòi thiệt buồn hiu hiu hiu
Piuuuuu, khó khăn năm cũ cho qua hết nà, muộn phiền ủ rũ thôi quên hết nà
Miệng cười zui zẻ, thiệt nhiều sức khỏe, tìm được người yêu thiệt là best nà
Mong một năm mới luôn bình an, đương đầu sóng gió luôn lạc quan
Trăm niềm vui mới, trong lòng phơi phới, gia đình ai nấy luôn cười tươi
Một năm mới tuyệt vời!",vui 
Tết Nay Con Hứa Về,"Nhắm mắt thấy cái tết đã đến. Trời ơi tôi còn chưa muốn già.
Từ sáng tới tối chỉ biết tăng ca. Mẹ kêu nay về quê con nha!
Alo giờ book vé liền, gác đi bao điều quay cuồng ta như điên
Ba lô cùng với phím đàn, bước chân ta tìm nơi lòng thêm an nhiên
Xuân này con hứa con sẽ trở về bên Mẹ. Nhiều năm ăn tết phương xa.
Về bên gốc mai trước nhà. Bao năm thay lá đơm hoa
Non cao biển xanh nắng vàng, sánh đâu cho bằng quê nhà ta ai ơi!
Và đôi khi quà to nhất là, phút giây sum vầy giao thừa đêm ba mươi
Xuân này con hứa con sẽ trở về bên Mẹ. Nhiều năm ăn tết phương xa. Về bên gốc mai trước nhà. Bao năm thay lá đơm hoa
Đừng để Mẹ ngóng trông hoài. Mà tuổi đời người có đâu dài
Tết nay con sẽ về. Tết nay con hứa về mua thêm tà áo mới đưa mẹ du hí muôn nơi.
Đừng để Mẹ ngóng trông hoài. Lò củi hồng bừng cháy đêm này.
Tết nay con sẽ về. Tết nay con hứa về. Đêm giao thừa gói bánh trưng thêm mâm ngũ quả to. Mong cho thêm tiền đầy kho
Pháo hoa bừng sáng đất trời. Chúc cho một năm tuyệt vời
Khó khăn gì cũng qua rồi, mừng nàng xuân ghé chơi
Rộn ràng ngoài ngõ tưng bừng, nhìn dòng người đi chúc xuân mừng
Tết nay vui nhất là bánh, hoa thơm mứt trà. Nơi hiên nhà câu đối thêm bao câu chúc an khang
Ngoài đời nhiều lắm khôn lường, mà người đời thì có ai nhường
Thế nên may mắn là có nơi nương náu và bao dung đầy hơi ấm
Nơi đơn sơ dẫu chẳng sang, luôn mong con về bình an",nhớ nhung 
Tết Về Sớm Cho Năm Mới Mượt Bền,"Chọn năm mới mượt bên ta về quê sớm hơn
Về thắp nụ cười,xung về bên nhau bữa cơm
Ngày Tết là khi ta được bên nhau thế này
Về sớm bao nhiêu xuyên lại càng bền bấy nhiêu
Thì thôi lên xe cùng về nhà
Anh ơi anh ơi vào đây thì anh đừng lo
Cứ để tôi lo sẽ anh tận tình mà không cần bỏ
Tôi thấy anh chuẩn bị mọi thứ cũng khá là kỹ đây
Nhưng đường về quê xa mà không thấy nhớ thì anh lòng to
Trên tay tôi đây là 2 pop từ Total Energy
Cũng như trên tay anh là quà rồi phong bao ly xi
Tết đến xuân sàng chúc mọi người luôn đầy ví
Em sẽ mát máy bên mực mọi chuyến đi
Đã quá lâu rồi ta chưa về
Mùa xuân cũng đang gần kề
Để em mới gác lại
Về quê với anh chả chi sớm mai
Chẳng lắm ai mệt bên ta về quê sớm hơn
Về thắp nụ cười,dùng về bên nhau bữa cơm
Ngày Tết là khi ta được bên nhau thế này
Về sớm bao nhiêu xuân lại càng bên bấy nhiêu
Chúng ta cùng về nhà
Na na na na na
Về tóc nụ cười,xung về bên nhau bữa cơm
Ngày Tết là khi ta được bên nhau thế này
Về sớm bao nhiêu xuân lại càng bên bấy nhiêu
Chúng ta cùng về nhà
Cho năm mới mệt mệt
Chúng ta cùng về nhà sớm hơn
Ta đã sợ đợi ngày này quá lâu
Ngày Tết là khi ta được bên nhau thế này
Ngày sớm bao nhiêu sớm lại còn bên bên nhau
Nhìn tôi lên xe cùng về nhà
",nhớ nhung 
Về Nhà Ăn Tết,"Bố mẹ à con đang trên v3 và sau đêm naу con sẽ về nhà
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết
Bánh Chưng xanh thịt đông dưa hành
Mới nhắc tới thôi là bụng tôi đã muốn cồn cào và ăn thả phanh
Ѕoạn đồ đạc thật nhanh
Về với Nội Bài trong không khí lạnh
Về với 500 anh em nhí nhảnh
Chén chú chén anh đầu trần và trời hanh
Tết tết tết tết đến rồi
Không mới chỉ sắp tết thôi
Mà bà tôi đã gói tới 2 nồi
Bánh chưng bà gói thì thôi rồi
Lũ em út chạу lại tới lui
Xuân về bên gia đình thì mới vui
Khép lại 1 năm nhiều chuуển biến
Giờ là lúc quâу quần gia đình tất niên
Bên nơi xa xôi có cha và mẹ
Ѕau đêm naу thôi con sẽ trở về
Bao nhiêu lo toan với bao bộn bề
Mặc kệ! Bỏ lại đê!
Bên nơi xa xôi có cha và mẹ
Ѕau đêm naу thôi con sẽ trở về
Bao nhiêu lo toan với bao bộn bề
Mặc kệ mình cùng về quê
Working hard making moneу working hard
Mình cùng về quê
Working hard making moneу working hard
Anh em mình cùng về quê
Working hard making moneу working hard
Mình cùng về quê
Bố mẹ à con đang trên v3 và sau đêm naу con sẽ về nhà
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết
Ông về đâu Yo tôi Vienamese chân chất
Ăn cơm Việt Nam rồi đón Tết Việt Nam ở đâу người ta gọi là nhất
Dù đi đâu thật ngầu về nhà tôi vẫn đi chân đất
Da vàng máu đỏ mét 2 thật bé nhỏ nhưng tôi уêu nhưng tôi уêu quê hương уup
Quê tôi quê tôi mà
Quê tôi quê tôi mà
Thanh niên đi nơi xa nhớ về quê tôi quê tôi mà
Quê ta quê ta mà
Quê ta quê ta mà
Thanh niên đang nơi xa làm cho xong để về quê nào
Working hard making moneу working hard
Mình cùng về quê
Working hard making moneу working hard
Anh em mình cùng về quê
Working hard making moneу working hard
Mình cùng về quê
Working hard making moneу working hard
Anh em mình cùng cùng về quê
Bên nơi xa xôi có cha và mẹ
Ѕau đêm naу thôi con sẽ trở về
Bao nhiêu lo toan với bao bộn bề
Mặc kệ mình cùng về quê
Quê ta quê ta mà
Quê ta quê ta mà
Thanh niên đang nơi xa làm cho xong để về quê nào
Bố mẹ à con đang trên v3 và sau đêm naу con sẽ về nhà
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết Tết Tết vể đâu
Về nhà ăn Tết Tết Tết ông về đâu
Về Hà Nội nàу Tết Tết ông về đâu
Tôi về quê chứ Tết Tết
Về nhà ăn Tết
Hết tuổi lì xì rồi em",vui 
Tết Rồi Về Nhà Thôi,"Trời nhẹ cơn mưa dòng người lưa thưa
Nghỉ trưa làm ly cà phê chợt có cuộc gọi từ mẹ rằng
Còn 10 ngày nữa sắp được nghỉ chưa?
Không về mà dọn dẹp để đón tết chứ nhà mình vẫn đang bầy bừa.”
Tết đến nơi rồi năm nay mày có về không
27 này dọn nhà nhân sự tao vẫn để trống
Mấy cu con ở nhà trạng thái là vẫn mong Xem anh chị trên phố liệu có quà zề không
Tao nói vậy thôi chứ mày về là được rồi Cả năm qua vất vả đi làm rồi ngược xuôi
Thôi tết đến rồi xin mời mày về nghỉ ngơi
Mày mà không chịu về tao bảo em mày nghỉ chơi
Tết rồi về nhà thôi
Tết rồi phải đi chơi
Tết rồi về nhà thôi
Bỏ hết công việc rồi về nhà thôi
Tết rồi về nhà thôi
Tết rồi phải đi chơi
Tết rồi lòng bồi hồi
Và thế là tết, là tết, là tết lại đến rồi
Chuẩn bị lại 1 năm đã xa, cùng nhìn lại những ngày tháng qua
Cả năm ta cố gắng nhiều điều vẫn khó lắm giờ bỏ lại để ngồi xem pháo hoa
Balo ta sắm chuẩn bị về nhà mua cho ba má mình một phần quà Trông coi nồi bánh mình quây quần và chẳng nơi đâu sánh được là bằng nhà
Nên là okey đặt xe thật nhanh lên xe
Okey ta đi về quê thật nhanh okey
Mẹ gọi òi luôn và luôn và ngay, luôn và luôn và ngay
Tết rồi về nhà thôi, tết là để xả hơi
Tết rồi lòng bồi hồi và thế là tết là tết là tết lại đến rồi
Interlude
Còn làm gì mà không lo về nhà
Bận thế à? Sự nghiệp phải lo tận đến già
Không cần âu lo suy nghĩ gì
Gạt bao nhiêu buồn lo đi hết
Muộn phiền qua rồi giờ là tết
Em à! Ta đã vượt qua bao thử thách và giờ đây là khoảnh khắc ta kết thúc một năm
Dù chuyện ta thua hay thắng không may mắn bao cay đắng ta phải nhớ một điều rằng Nhớ điều gì nhờ
Tết rồi về nhà thôi
Tết rồi phải đi chơi
Tết rồi về nhà thôi
Bỏ hết công việc rồi về nhà thôi
Tết rồi về nhà thôi
Tết rồi phải đi chơi
Tết rồi lòng bồi hồi
Và thế là tết, là tết, là tết lại đến rồi

Làm gì mà không lo về nhà, bận thế à?
Tết rồi về nhà đi nhá!",vui 
Tết Đến Thật Rồi,"Hôm nay dường như ánh nắng
Bỗng đẹp hơn biết bao lần
Gió mang tình yêu phấp phới
Tết đã đến đây thật rồi
Muôn hoa cùng khoe sắc thắm
Mai đào lan cúc hồng
Cô em tôi đang xếp áo
Mai cô về quê trên chuyến tàu
Kìa ngoài kia
Bao nhiêu người đang nô nức
Tiếng trống múa lân nghe thật tưng bừng
Đêm nay nhà mình nấu bánh chưng
Hoà cùng không khí ấy sao vui mừng
Cùng mẹ cha
Dọn dẹp cửa nhà ngăn nắp
Mong cho sang năm khách khứa tấp nập
Cả thế giới như thay áo mới
Mọi người cùng vui xuân khắp nơi
Ai mà đi xa
Cũng muốn quay về bên mái nhà
Có mẹ và có cha
Ô kìa
Chính là tết đang ở đây mà
Tết là tết là tết
Tết muôn đời nay mãi còn
Tết mình là tết nước non
Tết của cả quê hương
Kìa ngoài kia
Bao nhiêu người đang nô nức
Tiếng trống múa lân nghe thật tưng bừng
Đêm nay nhà mình nấu bánh chưng
Hoà cùng không khí ấy sao vui mừng
Cùng mẹ cha
Dọn dẹp cửa nhà ngăn nắp
Mong cho sang năm khách khứa tấp nập
Cả thế giới như thay áo mới
Mọi người cùng vui xuân khắp nơi
Ai mà đi xa
Cũng muốn quay về bên mái nhà
Có mẹ và có cha
Ô kìa
Chính là tết đang ở đây mà
Tết là tết là tết
Tết muôn đời nay mãi còn
Tết mình là tết nước non
Tết của cả quê hương
Tết đến thật rồi
Tết đến thật rồi
Ai mà đi xa
Cũng muốn quay về bên mái nhà
Có mẹ và có cha
Ô kìa
Chính là tết đang ở đây mà
Tết là tết là tết
Tết muôn đời nay mãi còn
Tết mình là tết nước non
Tết của cả quê hương
Tết là tết là tết
Tết trong lòng mỗi người
Chỉ hoà mình thấy vui
Thì chính là tết đang ở đây rồi
Tết là tết là tết
Tết muôn đời nay mãi còn
Tết mình là tết nước non
Tết của cả quê hương
Tết đến thật rồi
Tết đến thật rồi",vui 
Chúc Tết Bình An,"Lại một mùa tết đến biết bao nhiêu là việc
Mà vậу cũng tốt vì cả năm đã làm biếng
Trời ơi cái năm qua
Ở nhà cứ vô ra
Chỉ mong là Tết naу ai ai cũng vui nha
Nào là họp lớp đến Tất Niên khắp nơi nơi
Mọi người gặp nhau để gửi trao nhau  chúc
Cầu mong Tết xuân sang
Nhiều sức khỏe an khang
Và mong nhà ai cũng đều bình an cát tường
Chuẩn bị cho ba bông hoa trưng ở bên hiên nhà
Chuẩn bị cho má sắm sửa để Tết naу vui ca.
Mong xuân naу thật ấm no
Ѕức khỏe ta chẳng lắng lo

Chúc cho ông bà trước nhé, cùng với ba mẹ sức khỏe
Chúc cho anh chị năm sau
Phất hơn nhiều nữa nè
Chúc gia đình mình ăn ngon
Chúc thằng cu bớt ăn đòn
Và mong Tết năm naу mọi người đều được ăn tết trọn
Chúc cho cô dì năm sau
Bán buôn được đắt hàng
Chúc cho gia đình chú bác
Có thêm mùa lúa vàng
Chúc cho ai cũng уêu thương
Chúc mạnh khỏe khắp nẻo đường
Chúc nhà nhà cát tường
Chúc năm mới thượng lộ bình an!

Nào là thịt cá các món chiên kho vịt gà
Nhà mình bụng êm
Nên Tết naу ăn thả ga
Cầu mong Tết xuân sang
Nhiều sức khỏe an khang
Và mong nhà ai cũng đều bình an cát tường
Chuẩn bị cho ba bông hoa trưng ở bên hiên nhà
Chuẩn bị cho má mấу món mua ở nơi xa xa.
Mong xuân naу thật ấm no
Ѕức khỏe ta chẳng lắng lo

Chúc cho ông bà trước nhé, cùng với ba mẹ sức khỏe
Chúc cho anh chị năm sau
Phất hơn nhiều nữa nè
Chúc gia đình mình ăn ngon
Chúc thằng cu bớt ăn đòn
Và mong Tết năm naу mọi người đều được ăn tết trọn
Chúc cho cô dì năm sau
Bán buôn được đắt hàng
Chúc cho gia đình chú bác
Có thêm mùa lúa vàng
Chúc cho ai cũng уêu thương
Chúc mạnh khỏe khắp nẻo đường
Chúc nhà nhà cát tường
Chúc năm mới thượng lộ bình an!",vui 
Về Ăn Tết,"Vậy là một năm cũ đã qua, rồi nhiều việc vẫn chưa song
Mà thời gian cứ lướt qua, ba mẹ ở nhà đang ngóng trông
Tự nhìn ra xa bến xe, bao người háo hức quay về
Liệu cô người yêu có nhớ mình ở quê
Trông kìa
Ai cũng ồn ào, mà hai má hồng hào
Họ nhanh chân mua chiếc áo, thêm hoa anh đào
Ra chợ ai cũng mời chào, mà thân chẳng đồng nào
Nhà ta chắc đang quây quần nồi bánh chưng
Húuuu
Bộn bề xung quanh chúng ta, ngàn người đang ăn tết xa nhà
Húuuu
Chuyện buồn rồi cũng sẽ qua, miệng cười xung quanh tiếng ca
Cùngnhau ăn tết, cùngnhau ăn tết
Buồn phiền mình cho qua hết, để một mùa xuân tươi vui ấm no
Cùngnhau ăn tết, cùngnhau ăn tết
Thịt gà rồi mâm xôi nếp, nhộn nhịp ngày xuân pháo hoa rộn ràng nơi nơi",vui  
Và Thế Là Tết,"hôm nay thôi tôi buông xuôi
bao lo âu một năm cũ đã qua
bước xuống phố có nắng mới mang hương xuân
mang bao sắc xuân về nhà
la la la
tôi ngân nga ba câu bản tình ca thiết tha đi rong chơi
đi muôn nơi
tim hân hoan đón mừng năm mới những cánh tay nào
dang tay gửi  chào
giữa những tiếng hô hào
bầy trẻ con ngơ ngác
phong bao lì xì
trên tay nói thầm thì
còn chúc nhau vạn sự như ý
những đóa xuân ngời
hương thơm bay rợp trời
cánh én mang xuân về
kìa mùa xuân đang tới
không khí tuyệt vời
dáng xuân cũng tuyệt vời
tôi muốn hét lên và thế là tết mọi buồn lo toan sẽ dẹp hết
và thế là tết cứ vui đi hôm nay đâu biết mai thế nào và thế là tết mọi buồn lo toan sẽ dẹp hết
và thế là tết cứ vui đi hôm nay đâu biết mai thế nào và thế là tết",vui 
Chúc Tết Đi Sẽ Có Lì Xì,"Xuân mơn man ấm áp ngập tràn phố phường
Ai đang nơi xa hãy trở về cùng yêu thương
Riêng anh mong em vẫn giữ đôi tay nắm chặt
Cùng đón nắng xuân về đây.
Tay trong tay hôm nay cùng trời đất này
Xuân nay yên vui ríu rít từng đàn em thơ
Anh đi bên em mong năm này đầy phúc lộc
Cùng nguyện cầu cho sang năm sẽ hạnh phúc.
Khắp chốn phố xá đông vui nhộn nhịp
Sắm tết mau mau để kịp đón tết sang
Đứa cháu thơ đang canh nồi bánh tết, trông giao thừa ba mươi.
Cứ mỗi giây rộn ràng ngóng pháo hoa.
Chúc tết đi sẽ có lì xì! Chúc tết đi!
xuan mon man am ap ngap tran pho phuong
ai dang noi xa hay tro ve cung yeu thuong
rieng anh mong em van giu doi tay nam chat
cung don nang xuan ve day.
tay trong tay hom nay cung troi dat nay
xuan nay yen vui riu rit tung dan em tho
anh di ben em mong nam nay day phuc loc
cung nguyen cau cho sang nam se hanh phuc.
khap chon pho xa dong vui nhon nhip
sam tet mau mau de kip don tet sang
dua chau tho dang canh noi banh tet, trong giao thua ba muoi.
cu moi giay ron rang ngong phao hoa.
chuc tet di se co li xi! chuc tet di!",vui 
Tết Này Con Sẽ Về,"Tết này con sẽ về, dẫu ở đâu con cũng sẽ về
Về đem hết chuyện kể ba nghe
Đêm giao thừa vô bếp với mẹ
Tết này con sẽ về, mẹ đừng lo và chờ con nhé
Bởi con hiểu Tết của mẹ là, chỉ khi thấy con được quay trở về.
Năm qua có lắm gian nan
Ai ai cũng thấy khó khăn
Nơi xa con biết rằng mẹ
Chắc đang nhiều lo lắng
Rưng rưng những lúc mẹ gọi
Ngoài việc hỏi thăm hết .
Tết này con sẽ về, dẫu ở đâu con cũng sẽ về
Về đem hết chuyện kể ba nghe
Đêm giao thừa vô bếp với mẹ
Tết này con sẽ về, mẹ đừng lo và chờ con nhé
Bởi con hiểu Tết của mẹ là, chỉ khi thấy con được quay trở về.
Tết này con sẽ về, dẫu ở đâu con cũng sẽ về
Về đem hết chuyện kể ba nghe
Đêm giao thừa vô bếp với mẹ
Tết này con sẽ về, mẹ đừng lo và chờ con nhé
Bởi con hiểu Tết của mẹ là, chỉ khi thấy con được quay trở về.
Đôi khi con lỡ quên đi, vài năm nữa mẹ ba sẽ gìa
Mà con cứ mãi bôn ba, chẳng biết còn gặp mấy lần
Đi xa mới biết trong ta, vội bỏ quên những điều quý giá
Tết năm nay, nhất định con sẽ về.
Tết này con sẽ về, dẫu ở đâu con cũng sẽ về
Về đem hết chuyện kể ba nghe
Đêm giao thừa vô bếp với mẹ
Tết này con sẽ về, mẹ đừng lo và chờ con nhé
Bởi con hiểu Tết của mẹ là, chỉ khi thấy con được quay trở về.
Bởi con hiểu Tết của mẹ là, thấy con thân yêu mình quay về nhà.",nhớ nhung
Bài Ca Tết Cho Em ,"Tết này anh không thèm kẹo mứt
Vì đã có môi em thơm ngọt tựa sen hồng
Tết này anh không thèm đi chơi
Xi-nê hay nhạc hội, Đà Lạt hay Vũng Tàu.
Vì đã có em đem lại mộng đời
Tô thêm vào lòng người
Chan chứa mọi nguồn vui.
Tết này anh không thèm đốt pháo
Vì tiếng cười em rộn rã lòng anh rồi.
Tết này anh không thèm chơi đánh bài
Vì trong vòng tay anh đã có em như ngọc ngà
Tết này anh cũng chẳng chơi hoa
Vì môi em cười như chứa cả vườn xuân.",yêu thương 
Tết Rộn Ràng,"Đang yên lành thì nghe tin tết sang
Lại thêm tuổi, thêm già
Ấy thấy vậy năm nay
Lại cứ vẫn một mình
Sao đi về nhà
Thôi không sợ
Mình về quê đón xuân
Băng qua muôn nẻo đường xa
Mẹ ngày đêm ngóng trông được gặp con
Xa đã bao ngày qua
Cầu năm cũ trôi qua
Lấy theo những lắng lo muộn phiền
Một năm mới vui tươi
Hạnh phúc an khang
Như ý phát tài nha
Cầu tuổi mới cho em
Bé nhanh thành tài, mau lớn như tiên
Bà ông sống trăm năm
Bên con thật lâu
Cả nhà đều rộn ràng chờ xuân
Ngồi cùng nhau gói bánh đêm giao thừa
Ngọn lửa hồng đỏ rực đêm đen
Nung tình thương
Gia đình ta nay và xưa
Nhìn nụ cười mẹ hoài trên môi
Lòng rưng rưng hạnh phúc sao cho vừa
Cành đào hồng nở rộ ngày xuân
Xóa đi bao ngày mưa
Tết rộn ràng người đi khắp phố phường
Tết rộn ràng là trao những yêu thương
Chớ việc gì mình phải cứ âu sầu
Tết rồi chơi bời đi
Tết rộn ràng cần chi phải đau đầu
Tết về nhà gạt đi hết lo âu
Tết tụ họp hạnh phúc với gia đình
Bạn bè ở bên nhau thật lâu
Đang yên lành thì nghe tin tết sang
Lại thêm tuổi, thêm già
Ấy thấy vậy năm nay
Lại cứ vẫn một mình
Sao đi về nhà
Thôi không sợ
Mình về quê đón xuân
Băng qua muôn nẻo đường xa
Mẹ ngày đêm ngóng trông được gặp con
Xa đã bao ngày qua
Cầu năm cũ trôi qua
Lấy theo những lắng lo muộn phiền
Một năm mới vui tươi
Hạnh phúc an khang
Như ý phát tài nha
Cầu tuổi mới cho em
Bé nhanh thành tài, mau lớn như tiên
Bà ông sống trăm năm
Bên con thật lâu
Cả nhà đều rộn ràng chờ xuân
Ngồi cùng nhau gói bánh đêm giao thừa
Ngọn lửa hồng đỏ rực đêm đen
Nung tình thương
Gia đình ta nay và xưa
Nhìn nụ cười mẹ hoài trên môi
Lòng rưng rưng hạnh phúc sao cho vừa
Cành đào hồng nở rộ ngày xuân
Xóa đi bao ngày mưa
Tết rộn ràng người đi khắp phố phường
Tết rộn ràng là trao những yêu thương
Chớ việc gì mình phải cứ âu sầu
Tết rồi chơi bời đi
Tết rộn ràng cần chi phải đau đầu
Tết về nhà gạt đi hết lo âu
Tết tụ họp hạnh phúc với gia đình
Bạn bè ở bên nhau thật lâu
Tết rộn ràng người đi khắp phố phường
Tết rộn ràng là trao những yêu thương
Chớ việc gì mình phải cứ âu sầu
Tết rồi chơi bời đi
Tết rộn ràng cần chi phải đau đầu
Tết về nhà gạt đi hết lo âu
Tết tụ họp hạnh phúc với gia đình
Bạn bè ở bên nhau thật lâu",vui 
