name_song,lyric,label
Xuân 26,xuân xuân mẹ bảo xuân xuân cháu chồng báo xuân hơi ế xuân thầy dặn cưới muộn tí ngon lành ráng chờ mùa xuân kiểu chả cháu gian ới a tết chill đi thăm câu tết kính chúc mẹ bình an tết kính chúc khang trang tết mến chúc cháu bé ngoan tết kính chúc thân hân hoan bao ưu tư lẫn muộn phiền trang ráng phấn đấu sống tươi xinh xuân trông giấu giấu căng đi tết lì xì sao khép nép cháu đi xuân đứa cháu trông đứa kháu mau miệng tít hát thích niềm vui nhân đôi nhân tiền nhân a thân nữ nhi xứ lạ trải bao thăng trầm âm thầm chốn gia đình đấy lạ kỳ ấm êm bình yên chân thềm tết kính chúc hàng niềm vui tết kính chúc bè thành tết kính chúc xóm làng êm đềm tết kính chúc muôn loài đuợc hân hoan vang câu ca vang nụ cười tân xuân ráng phấn đấu sống tươi xinh ráng phấn đấu sống tươi xinh rực,vui
Chúc Tết Mọi Nhà,hah hah hah hah hah hah kìa sân tung bay cánh én đón tết bao vui chúc mừng nụ tầm xuân đơm xanh biếc đón tết rộn ràng lâng lâng cành đào phai đung gió bánh tét dưa hành bếp lò nhành mai thơm hương rực rỡ bao may ùa mơ chúc tuyệt vời tết tết vui hồn nhiên cười tươi bình yên chúc tết an vui đào hoa tài lộc xanh lá gia đình đoàn viên vui khắp miền quê hương tết rộn rã chúc tết an nhiên quên âu lo đời tâm hồn rộn ràng phơi phới duyên tình vẹn nguyên sum vầy tết tươi vui hah hah hah hah hah hah kìa sân tung bay cánh én đón tết bao vui chúc mừng nụ tầm xuân đơm xanh biếc đón tết rộn ràng lâng lâng cành đào phai đung gió bánh tét dưa hành bếp lò nhành mai thơm hương rực rỡ bao may ùa mơ chúc tuyệt vời tết tết vui hồn nhiên cười tươi bình yên chúc tết an vui đào hoa tài lộc xanh lá gia đình đoàn viên vui khắp miền quê hương tết rộn rã chúc tết an nhiên quên âu lo đời tâm hồn rộn ràng phơi phới duyên tình vẹn nguyên sum vầy tết tươi vui chúc tết an vui hah đào hoa tài lộc xanh lá gia đình đoàn viên vui khắp miền quê hương tết rộn rã hah chúc tết an nhiên hoh quên âu lo đời tâm hồn rộn ràng phơi phới duyên tình vẹn nguyên sum vầy tết tươi vui,vui
Con Sẽ Về,dòng thời gian trôi quê bôn chờ thăm mái sum vầy đón xuân đường chông gai bè sánh tương lai chẳng hề hay mẹ già chờ mong gói bánh quanh bếp hồng xưa bé thơ ối a câu ca mẹ ru đành quên ối a bao nhiêu mảnh đời cầu mong mẹ đếm phút giao thừa trông trời hái nhánh lộc ô cửa ối a ối a mấy mùa xuân mẹ ta mùa xuân chờ ta quê đời kia sóng gió bủa vây chờ đợi đoàn tụ mái ấm vòng bao đón tết thân gia đình buồn vui lặng thinh giọt mồ hôi rơi thấm ướt đôi vai mong mai đường ta chút yên bình chút dư vị gia đình ối a câu ca mẹ ru đành quên ối a bao nhiêu mảnh đời cầu mong mẹ đếm phút giao thừa trông trời hái nhánh lộc ô cửa ối a ối a mấy mùa xuân mẹ ta mùa xuân chờ ta quê,vui
Tết Bật Nóc Nhà,video game tiệm net kia khai trường ngõ cháy chẳng trời đắng học chạy vô mẹ bắt thi đòn no shhh hôm team comeback yeah yeah hướng chật thằng tạt mắc nhâu miệng mèo mọng mày lo đi học xong trốn vô gàn mày to alo phút vô trận nghĩa đi bờ yêu mẹ bao xua bao mẹ hiền hậu tình thương đừng suối đừng suý yêu mẹ mẹ nốt phán may văn h chiều tan sở gặm xong ổ bánh mì dở hẹn tối solo cạt boss đàn thang thở tình nhắn mê game mê hơi mệt ngủ nhá ngủ ngon nè mua mua mua ok boss đi ngủ slot dịch vụ copy lobby chiến ải pvp khoan quen quen avatar game game chết văn mẫu hồi nãy gọi thua boss vàng chân vai phút nhân tha chút đánh boss xùng thông báo văng tùm lum sao thoát vòng khó lẽ đành mút bây phút oh xóa đi đập phá đi yeah lát vật thông báo bao trăm online sao nhắn trời chẳng game game xá mai khoe sáp tết tết tết tết tết tết lạp gác chân cầm chuột sướng âm vòng bếp đi bàn mau game game game alo phút vô trận nghĩa đi bờ yêu bao ru bao vợ hiền tình thương đừng suối yêu vợ vợ nốt phát xong hơi mê game chuyến hữu thân nguyện chiếm hữu mê game mê khó mê trọn đời yêu vợ bao dùa vợ hiền tình thương đừng suối yêu vợ vợ nốt ván xong boss tui boss tui boss vui boss vui game chiến tết vui boss tui boss tui boss vui boss vui game chiến tết vui boss tui boss tui boss vui boss vui game tết vui boss vui boss vui boss vui boss vui game tết vui,vui
Tết Đã Về Đây,tiếng pháo hoa chào én tung bay khắp trời mừng tết bao phước lành phố đông vui đi tết đào nở tươi khoe sắc gọi mời cháu cất vang tiếng cười bao buồn vui ta chẳng lo hạnh phúc đời xuân đẹp tươi trao niềm vui phơi phới gửi câu chúc chúc an khang phát tài quây quần chào tết mừng nằm chúc muôn ấm no sum vầy may mắn đên tết mùa tết mong tết mãi trào dâng niềm vui hòa tiếng ca chúc mừng chúc sức khỏe tràn cầu hạnh phúc ấm êm tết mùa tết mong tết mãi trào dâng niềm vui ta hát vang chúc mừng,vui
Cơm Đoàn Viên,tết tết đi mẹ cơm mẹ thổi canh xào khổ a lắm chốn rộn rã pháo hoa đơn lạ chẳng ta thành phố tết đơn kẻ bôn lối nàng xuân tết đong bữa cơm nghèo đoàn viên ngỡ gánh vác chút nhọc nhằn thay xuân mẹ già ngỡ gánh thay mẹ chút vất vả vai a lắm chốn rộn rã pháo hoa đơn lạ chẳng ta thành phố tết đơn kẻ bôn lối nàng xuân tết đong bữa cơm nghèo đoàn viên ngỡ gánh vác chút nhọc nhằn thay xuân mẹ già ngỡ gánh thay mẹ chút vất vả vai huh ngỡ gánh vác chút nhọc nhằn thay xuân mẹ già ngỡ gánh thay mẹ chút vất vả vai mẹ,buồn
Nhà Là Nơi Ta Trở Về,ta ta yên bình đi ta sum vầy tim đong đi vi vu trời mây trở cơm canh cua trứng cà chua ước mơ đừng quên ta ta trở ta tim ta bình yên đầu tiên ta trở ta ta ôm mèo hiên bao bộn bề lo toan cận kề tan biến ta trở ta ta cười hồn nhiên chân đi trời tối thể gia đình chờ ta,yêu thương
Điệu Đà,mùa xuân ghé mặc đi chợ hoa xinh màu hot ta bắt kịp trend mix match yên vui thuận hòa hôm tết rất kìn nà quần áo rất phong độ mẹ duyên dáng tươi u mặn phong cá hiền hòa thời trang ton sur ton quý thời trang đồ hiệu cười vang đón xuân rộn ràng đón xuân thời trang thơm điệu đà ngập sắc hương mùa xuân thơm tho tết điệu đà tết mặc xinh lung linh mùng màu pantone thơm tho tết điệu đà biến thành sàn runway monday to da sunday croptop to da high waist thơm tho tết điệu đà you wanna show me i wanna show you my name is phương mỹ chi vui tươi lối sống tết trendy you wanna show me come on oh i wanna show you my name is phương mỹ chi vui tươi lối sống tết trendy mẫu hông tiếng miếng miếng hài mẫu duyên dáng đùa mấy tiếng hổng rớt miếng lẫn mẫu xuất hiện sàn thành sàn diễn bling bling ring ding ding kèo xông đất bao lung linh thời trang đồ hiệu cười vang đón xuân rộn ràng đón xuân thời trang thơm điệu đà ngập sắc hương mùa xuân thơm tho tết điệu đà tết mặc xinh lung linh mùng màu pantone thơm tho tết điệu đà biến thành sàn runway monday to da sunday croptop to da high waist thơm tho tết điệu đà mùi hương ngây ngất nét xuân hương tinh tế diệu kỳ mùi hương nét nhu mì bừng thơm ngát đường đi đón xuân xuân xinh diện đồ thiệt lung linh xuân cạnh yêu thương vui giây phút gia đình cũ cầu ta an lành giao thừa nâng ly mừng kề an vui thơm tho tết điệu đà tết mặc xinh lung linh mùng màu pantone thơm tho tết điệu đà biến thành sàn runway monday to da sunday croptop to da high waist thơm tho tết điệu đà,vui
Tết Đến,chớp mắt tạm biệt trở bao trẻ già thăm câu li xì quà chụp choẹt pose ngàn hoa tung thi đua khoe sắc màu oh baby đón xuân chờ đợi giây phút giao thừa pháo hoa nở rộ hân hoan ca giao mùa cảm xúc leo nấc thang gia đình quanh phố xá lượn lờ đông vui lalalala xếp xong xuôi hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết tết niềm vui tiếng cười sắc xuân ngập tràn đường thăm phố đông bình chúc phiền muộn đừng mắt mi tuôn chúc an khang thịnh vượng gửi tất thương chim kêu ríu rít báo hiệu mùa xuân nhủ hứa thân chẳng ta trở tết kề giai điệu ngân vang ta hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết bão táp thuận lợi đi bận rộn đi gửi thăm mấy bịch quà yêu đi tình trạng độc thân đi tạm biệt cũ buồn ta hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết tết tết tết tết xuân tết tết tết tết xuân tết kí ức khép đón khởi đầu tết,vui
Tết Ngọt Sớt,chờ bánh chưng nhân tết khó khăn ôi đăng đăng bộn bề tết tết sao bất ổn ta tết đừng khó mong tết yên bình nhường bớt câu bù vội vàng cười tươi tết vui nhẹ nhàng thương đắng mệt câu sớt muôn thảnh thơi tết sớt mời đường biên hòa sớt chia sớt chia lành tết đừng khó mong tết yên bình nhường bớt câu bù vội vàng cười tươi tết vui nhẹ nhàng thương hát tết sớt chia bùi cầu cười quên nắng đời tết hoa đường biên hoà đôi chút tình trao mệt câu sớt muôn thảnh thơi tết sớt mời đường biên hòa sớt chia sớt chia lành tết sớt hà,vui
Cố Tri,nhành đào xuân lộc biếc khai hoa tân niên nẻo đường hành hương muôn sắc dương gian hân hoan mừng gió mây gửi phương hay quên xuân tương phùng rót chén rượu hàn huyên ôn bôn chân phong trần cám ơn cố nhân ta phiêu du kiếp nhân sinh cuồng nếm mật nằm gai biển lửa sông gươm mấy mươi rời sóng vai chinh chiến xông pha khắp chốn tương dương thoả tung hoành vấn vương ánh mắt thân thương vắt sương ta si tình đời phong sương phủ hai thập kỷ ký ức nhoè mờ hành trình gian khó mắt hôm uy nghi đài ta đáy vực trống vắng đời chẳng chia phiền ưu trái tim hoa sơn trường giang hề ta đồng hành mãi ngàn cám ơn cố nhân ta phiêu du kiếp nhân sinh cuồng nếm mật nằm gai biển lửa sông gươm mấy mươi rời sóng vai chinh chiến xông pha khắp chốn tương dương thoả tung hoành yêu dấu chân phương mơ giấc hoa niên tắm huy hoàng tuyệt vời ta viết câu truyền kỳ vạn lương duyên võ lâm đan thành mộng đẹp xuân cảm ơn cố nhân ta chân thành sưởi ấm đêm đông lạnh lùng hoá xuân hành trang bao câu đầu rồng khắc vương miện ngàn bia hiển danh ánh trăng soi lối tiên phong trận chương ta ước vọng thành đô biên cương xôi góc trời cạnh tri âm ta chia rời,yêu thương
Đêm 30 Tết,đêm mươi xứ ta rộn ràng rất vui ngược xuôi tối thèm cơm cà gia đình bữa cơm nghèo quây quần nồi bánh chưng đêm mươi pháo nổ nức đàn thơ mẹ xuân đời trai gánh câu thề mẹ mẹ buồn mặn đắng khóe môi mẹ xưa bọn nô đùa nướng rô đồng cháy khét cua mẹ cười đan áo bố lặn lội tát ao đêm mươi pháo nổ nát tâm tư khóc mong ta nghèo quà thằng tí cu tèo quê sao,buồn
Rực Rỡ Sắc Xuân,xuân tươi màu áo dưng xuân rạng ngời rực rỡ vui cười duyên dáng đôi môi xuân đẹp dịu dàng xuân thướt tha phố ngân nga ca tiếng hát nàng xuân ghé dập dìu ong bướm mê say e ấp nụ hồng thơ ngây trời mây ấm áp nhân gian chào mời xuân cánh mai vàng thắm thơ trào dâng tô chân nàng xuân giọt nắng lúa nghiêng trổ đồng quê bát ngát hương vị xuân nồng lắng hát lướt biển xanh xuân non việt nam ấm no hạnh phúc mùa xuân trao nụ cười đón tết rộn ràng mai đào vui mừng tân xuân muôn loài hát ca vui mừng vui sao rưng rưng miệng cười tươi mắt trào dâng hai giao thừa thu xếp trở quê đem quà cáp sao lì xì chán ghê sao khó sợ chán chê mong ấm no ấm no muôn mẹ lo may áo hai vui phơi phới món đời mẹ đừng lo sao tết,vui
Thấy Mai Là Thấy Tết,sao đoá hoa yêu mãi dạng ngây sao phụ nữ ta yêu đời dịu dàng hoa yêu kiều xuân đừng bộn bề mai tết ta vô vàn lý trễ yên bữa ơn đừng déo gọi ta quên ta yên rất lẽ yêu quan tâm u đôi ngu ngơ đàn cố gắng mong sao vá hoa yêu mãi sao phụ nữ ta yêu đời dịu dàng hoa yêu kiều xuân nằm đứng bộn mai tết mai tết mai tết thành công chút tài lộc mừng xuân ta gia đình quê quanh xan xe chút thăm thương yêu đừng cố chút cố gắng kiếp u đôi ngu ngơ đàn cố gắng mong sao bá hoa yêu mãi ngời sao phụ nữ ta yêu đời lược dịu dàng hoa yêu kêu xuân nằm đứng bộn bề mai tết mùa xuân chảy rừng khắp đất trời oh oh oh oh oh oh niềm vui đời đừng quên chăm sóc thương quên ấm áp ngào hoa trời xuân nở kiều hoa gắt dựa xác khuôn đời u sao đoá hoa yêu mãi sao phụ nữ ta yêu đời dịu dàng hoa yêu kiều xuân dò coi nằm đứng quà bộn bề mai tết mai tết mai tết mai tết mai tết,vui
Về Nhà Là Có Tết,hoa giản đơn vô giá trái tim ta ly trà pha đôi câu bữa cơm mẹ nấu sống lắm lung linh sao gia đình ta vững chẳng vui vơi ta nghỉ ngơi thịnh vượng chẳng lối đi xung quanh đào mai đơm hoa thịnh vượng đôi cất tiếng gọi mẹ tết gạt đi âu lo khó khăn đắn đo ta nghỉ ngơi trôi chẳng sao ta nản chí biến tan đi tết gạt đi âu lo nắng gắt hay mưa to gia đình thịnh vượng tết ta sum vầy sum vầy tết ta thịnh vượng chẳng tết gạt đi âu lo khó khăn đắn đo ta nghỉ ngơi trôi chẳng sao ta nản chí biến tan đi tết tết gạt đi âu lo nắng gắt hay mưa to gia đình thịnh vượng tết ta sum vầy sum vầy tết ta thịnh vượng chẳng thịnh vượng tết ta sum vầy sum vầy tết ta thịnh vượng chẳng,vui
Nắng Có Còn Xuân,mùa xuân ta mùa xuân hát kia trời đồi núi xanh ngời tiếng đàn cầm buồn lã lơi tiếng tỉ tơi lung linh giọt sương trắng vời vợi yêu yêu chiều gió rơi yêu tiếng đàn yêu bao giọt sương vương lá bao nụ hoa ngát xinh môi cười xuân chờ đông tình ta chờ chẳng bao đêm đàn chim trắng xuân nắng vương môi,vui
